,Player,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age at First Season,Age at Last Season,Num Season(s),MVP(s)
1876,Damion Lee,SG,['ATL' 'GSW'],43.2,10.6,21.3,3.0,7.1,43.5,1.2,3.5,34.7,1.8,3.6,53.1,52.7,1.2,1.4,85.7,0.5,3.1,3.6,1.5,0.8,0.1,0.7,1.6,8.4,25,29,5,0
1877,Walt Lemon Jr.,PG,['NOP' 'CHI'],5.5,1.5,17.4,3.8,8.8,43.8,0.2,0.5,70.0,3.6,8.4,41.9,45.8,0.8,1.2,69.7,0.4,2.1,2.4,3.0,0.9,0.2,1.2,1.6,8.8,25,26,2,0
1878,Tyler Lydon,PF,DEN,13.0,0.0,2.9,0.2,0.4,50.0,0.1,0.2,40.0,0.1,0.2,62.5,61.1,0.0,0.0,33.3,0.2,0.2,0.4,0.1,0.0,0.0,0.1,0.2,0.4,21,22,2,0
1879,Josh Magette,PG,['ATL' 'ORL'],13.0,0.0,8.4,0.7,2.2,33.0,0.2,0.8,30.7,0.4,1.4,32.8,39.0,0.2,0.4,75.0,0.1,0.8,1.0,1.9,0.4,0.1,0.6,0.7,2.0,28,30,2,0
1880,Lauri Markkanen,PF,['CHI' 'CLE'],56.4,51.2,29.7,5.4,12.3,44.3,2.2,6.1,36.5,3.2,6.2,52.5,53.5,2.3,2.7,84.7,1.1,5.7,6.8,1.3,0.7,0.5,1.3,1.9,15.4,20,24,5,0
1881,Frank Mason III,PG,['SAC' 'MIL' 'ORL'],25.8,0.8,15.8,2.4,5.8,40.6,0.6,1.7,31.6,1.8,4.2,46.6,45.2,1.3,1.8,70.1,0.6,1.7,2.2,2.8,0.4,0.1,1.2,1.3,6.6,23,26,4,0
1882,Mangok Mathiang,C,CHO,4.0,0.0,5.0,1.0,1.8,57.1,0.0,0.0,,1.0,1.8,57.1,57.1,0.0,0.3,0.0,0.8,1.8,2.5,0.0,0.3,0.0,0.0,1.3,2.0,25,25,1,0
1883,Erik McCree,SF,UTA,4.0,0.0,2.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0,24,24,1,0
1884,Trey McKinney-Jones,SG,IND,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,27,1,0
1885,Alfonzo McKinnie,SF,['TOR' 'GSW' 'CLE' 'LAL' 'CHI'],36.4,1.8,10.2,1.4,3.0,47.1,0.4,1.3,32.9,1.0,1.7,60.2,54.7,0.3,0.5,54.9,0.7,1.3,2.0,0.3,0.3,0.1,0.4,1.3,3.5,25,29,5,0
1886,Malcolm Miller,SF,TOR,17.7,1.7,7.0,0.8,1.8,43.4,0.6,1.4,40.7,0.2,0.4,49.5,59.1,0.2,0.3,70.8,0.2,0.5,0.7,0.2,0.1,0.1,0.2,0.6,2.4,24,26,3,0
1887,Donovan Mitchell,SG,UTA,69.0,67.4,33.7,8.6,19.5,44.1,2.8,7.8,36.2,5.8,11.7,49.5,51.3,4.0,4.9,83.4,0.8,3.4,4.2,4.5,1.3,0.3,2.8,2.5,24.1,21,25,5,0
1888,Naz Mitrou-Long,SG,['UTA' 'IND'],6.7,0.0,5.5,0.9,1.9,55.1,0.5,1.4,45.0,0.4,0.5,62.2,75.4,0.0,0.0,100.0,0.0,0.6,0.6,0.9,0.1,0.1,0.4,0.4,2.3,24,26,3,0
1889,Malik Monk,SG,['CHO' 'LAL'],61.8,7.6,20.2,3.7,8.8,41.8,1.6,4.6,35.0,2.1,4.2,48.5,51.0,1.2,1.4,83.2,0.3,2.0,2.3,2.0,0.5,0.2,1.3,1.3,10.3,19,23,5,0
1890,Ben Moore,PF,IND,2.0,0.0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0,22,22,1,0
1891,Jaylen Morris,SG,['ATL' 'MIL' 'SAS'],4.3,0.0,9.6,1.1,3.3,26.9,0.2,1.1,17.8,0.9,2.3,31.0,29.6,0.3,0.6,50.0,0.1,1.4,1.6,1.0,0.3,0.1,0.5,0.4,2.6,22,26,3,0
1892,Monte Morris,PG,DEN,56.0,21.0,22.0,3.6,7.4,51.7,1.0,2.5,31.4,2.7,4.9,58.1,57.1,0.9,1.1,86.2,0.3,1.7,2.0,3.4,0.8,0.1,0.7,0.9,9.1,22,26,5,0
1893,Johnathan Motley,PF,['DAL' 'LAC'],15.3,1.3,8.8,2.1,3.8,60.0,0.1,0.2,38.9,2.0,3.5,61.2,61.4,1.0,1.6,61.7,0.8,1.7,2.5,0.6,0.2,0.1,0.6,1.1,5.2,22,24,3,0
1894,Abdel Nader,SF,['BOS' 'OKC' 'PHO'],40.4,1.6,12.7,1.6,3.7,41.2,0.6,1.6,35.1,1.0,2.1,46.1,48.8,0.7,1.0,69.4,0.3,1.7,1.9,0.6,0.4,0.3,0.7,1.2,4.5,24,28,5,0
1895,Frank Ntilikina,PG,['NYK' 'DAL'],53.8,12.0,17.1,1.8,5.0,37.2,0.7,2.1,34.9,1.1,2.9,37.0,45.3,0.5,0.7,75.1,0.3,1.4,1.7,2.2,0.7,0.2,1.0,1.9,4.9,19,23,5,0
1896,Royce O'Neale,SF,UTA,74.0,46.0,25.8,2.2,4.9,44.6,1.1,3.0,37.9,1.1,1.9,55.6,56.0,0.6,0.7,79.6,0.6,4.2,4.8,2.1,0.8,0.4,1.0,2.3,6.2,24,28,5,0
1897,Semi Ojeleye,PF,['BOS' 'TOT' 'MIL' 'LAC'],44.9,3.4,13.8,1.1,3.1,36.5,0.6,1.8,34.2,0.5,1.3,40.9,46.1,0.6,0.8,74.6,0.6,1.6,2.2,0.4,0.3,0.1,0.3,1.0,3.5,23,27,5,0
1898,Cedi Osman,SF,CLE,65.4,36.2,24.1,3.5,8.4,43.1,1.5,4.4,35.2,2.0,4.0,51.8,52.3,1.2,1.6,69.6,0.5,2.7,3.2,2.1,0.7,0.1,1.2,2.1,9.8,22,26,5,0
1899,Marcus Paige,PG,CHO,5.0,0.0,5.6,0.8,2.8,28.6,0.4,1.6,25.0,0.4,1.2,33.3,35.7,0.4,0.4,100.0,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.4,24,24,1,0
1900,Justin Patton,C,['MIN' 'PHI' 'OKC' 'HOU'],5.5,1.5,8.7,1.2,2.9,40.0,0.2,1.0,17.2,1.0,1.9,48.9,42.9,0.1,0.2,62.5,0.5,1.2,1.7,0.6,0.6,0.3,0.2,1.5,2.7,20,23,4,0
1901,Brandon Paul,SG,SAS,64.0,2.0,9.0,0.9,2.0,43.3,0.2,0.8,27.8,0.6,1.1,54.8,49.2,0.3,0.7,51.2,0.1,1.0,1.1,0.6,0.4,0.1,0.5,0.9,2.3,26,26,1,0
1902,London Perrantes,PG,CLE,14.0,0.0,4.7,0.1,0.9,15.4,0.0,0.2,0.0,0.1,0.7,20.0,15.4,0.2,0.4,60.0,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.4,0.5,23,23,1,0
1903,Alec Peters,PF,PHO,20.0,0.0,11.3,1.4,3.7,37.8,0.9,2.9,31.0,0.5,0.8,62.5,50.0,0.4,0.5,80.0,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1,22,22,1,0
1904,Jacob Pullen,PG,PHI,3.0,0.0,2.0,0.3,0.7,50.0,0.0,0.3,0.0,0.3,0.3,100.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,28,28,1,0
1905,Rodney Purvis,SG,ORL,16.0,2.0,18.1,2.2,6.7,32.7,0.8,3.3,25.0,1.4,3.4,40.0,38.8,0.8,0.9,86.7,0.1,1.6,1.7,1.1,0.2,0.2,0.6,1.6,6.0,23,23,1,0
1906,Zhou Qi,C,HOU,9.5,0.0,4.0,0.6,1.4,59.4,0.0,0.6,10.5,0.6,0.8,65.4,61.0,0.2,0.4,66.7,0.2,0.4,0.6,0.0,0.0,0.4,0.3,0.4,1.6,22,23,2,0
1907,Ivan Rabb,PF,MEM,42.5,9.0,14.5,2.4,4.2,55.6,0.0,0.2,20.0,2.3,4.1,57.0,56.0,0.9,1.2,75.8,1.4,2.8,4.3,1.0,0.3,0.4,0.8,1.6,5.7,20,21,2,0
1908,Xavier Rathan-Mayes,SG,MEM,5.0,0.0,23.6,2.4,8.4,28.6,0.2,2.8,7.1,2.2,5.6,39.3,29.8,0.8,1.8,44.4,0.0,1.0,1.0,3.6,1.2,0.6,2.2,3.6,5.8,23,23,1,0
1909,Davon Reed,SG,['PHO' 'IND' 'DEN'],26.3,2.0,10.0,1.1,2.7,40.3,0.5,1.3,40.6,0.6,1.4,41.7,49.3,0.2,0.3,66.7,0.2,1.4,1.6,0.7,0.4,0.1,0.3,0.8,2.9,22,26,3,0
1910,Devin Robinson,SF,WAS,4.0,0.0,13.3,1.8,3.8,46.4,0.0,0.2,0.0,1.8,3.6,48.3,46.4,0.6,1.0,64.3,1.4,2.5,4.0,0.4,0.8,0.4,0.2,1.8,4.4,22,23,2,0
1911,Ben Simmons,PG,PHI,68.8,68.8,33.9,6.4,11.5,56.1,0.0,0.1,14.6,6.4,11.4,56.6,56.2,3.0,4.9,59.8,1.9,6.1,8.0,7.7,1.7,0.7,3.4,2.8,15.8,21,24,4,0
1912,Kobi Simmons,PG,['MEM' 'CLE'],16.5,6.0,11.0,1.2,3.0,42.3,0.2,0.6,28.2,1.1,2.4,46.0,45.2,0.4,0.4,100.0,0.2,0.6,0.8,1.0,0.3,0.1,0.7,1.0,3.0,20,21,2,0
1913,Dennis Smith Jr.,PG,['DAL' 'TOT' 'NYK' 'DET' 'POR'],32.4,21.6,21.7,3.6,8.9,38.3,0.9,2.8,27.4,2.7,6.0,43.5,42.7,1.4,2.1,66.9,0.5,2.0,2.6,3.8,1.1,0.4,1.9,1.9,9.4,20,24,5,0
1914,Edmond Sumner,PG,IND,27.0,7.2,10.4,1.7,3.4,57.5,0.4,1.2,30.7,1.3,2.3,62.9,61.6,0.6,0.9,66.5,0.3,1.0,1.3,0.8,0.4,0.2,0.5,1.3,4.3,22,25,4,0
1915,Caleb Swanigan,PF,['POR' 'TOT' 'SAC'],17.6,0.7,8.8,0.9,2.1,45.8,0.0,0.3,7.8,0.9,1.9,49.6,46.2,0.3,0.6,53.6,0.9,2.2,3.0,0.8,0.2,0.2,1.0,1.7,2.1,20,22,3,0
1916,Jayson Tatum,SF,BOS,73.0,73.0,33.5,7.6,16.7,45.7,2.3,6.0,39.0,5.3,10.6,49.6,52.5,3.8,4.5,84.3,0.9,5.8,6.7,3.1,1.1,0.7,2.2,2.1,21.3,19,23,5,0
1917,Miloš Teodosić,PG,LAC,30.0,18.0,17.6,2.2,5.4,42.2,1.4,3.5,37.4,1.0,1.8,51.5,54.6,0.6,0.8,71.0,0.3,1.6,2.0,3.4,0.4,0.1,1.8,2.0,6.4,30,31,2,0
1918,Daniel Theis,C,['BOS' 'TOT' 'CHI' 'HOU'],46.4,25.0,21.0,3.2,6.1,54.0,0.6,1.9,32.6,2.6,4.1,63.5,58.9,1.1,1.6,70.1,1.5,3.6,5.1,1.3,0.5,0.8,0.9,2.5,8.2,25,29,5,0
1919,Sindarius Thornwell,SG,['LAC' 'NOP' 'TOT' 'ORL'],30.2,3.3,12.4,1.2,2.8,38.3,0.4,1.1,33.3,0.8,1.7,41.3,45.0,0.5,0.8,51.2,0.2,1.1,1.3,1.2,0.6,0.2,0.5,1.0,3.2,23,26,4,0
1920,Tyrone Wallace,PG,['LAC' 'ATL' 'NOP'],28.0,4.8,15.6,1.8,4.5,38.4,0.2,1.0,19.4,1.6,3.6,44.8,40.7,0.9,1.4,53.9,0.3,1.7,2.0,1.0,0.6,0.2,0.8,1.7,4.7,23,27,4,0
1921,Derrick Walton,PG,['MIA' 'TOT' 'LAC' 'DET'],14.2,1.0,14.6,0.8,2.9,36.4,0.5,1.6,36.4,0.3,1.2,35.6,48.7,0.5,0.5,88.9,0.2,1.0,1.2,2.3,0.8,0.3,0.9,1.1,2.7,22,26,3,0
1922,Jameel Warney,PF,DAL,3.0,0.0,9.0,2.3,4.0,58.3,0.0,0.0,,2.3,4.0,58.3,58.3,1.0,1.7,60.0,1.3,1.7,3.0,0.0,0.0,0.0,0.3,0.7,5.7,24,24,1,0
1923,James Webb III,SF,BRK,10.0,0.0,12.0,0.6,2.4,25.0,0.4,1.9,21.1,0.2,0.5,40.0,33.3,0.0,0.0,,0.8,1.6,2.4,0.4,0.1,0.0,0.4,1.0,1.6,24,24,1,0
1924,Andrew White,SF,ATL,15.0,0.0,13.9,1.7,4.9,34.2,1.2,3.3,36.7,0.5,1.6,29.2,46.6,0.1,0.3,25.0,0.3,2.0,2.3,0.4,0.2,0.1,0.5,0.8,4.6,24,24,1,0
1925,Derrick White,SG,['SAS' 'TOT' 'BOS'],48.3,30.1,25.0,3.8,8.8,44.1,1.3,3.9,37.1,2.5,4.9,49.6,51.9,2.2,2.7,82.3,0.5,2.7,3.1,3.6,0.7,0.7,1.3,2.0,11.2,23,27,5,0
1926,Jacob Wiley,PF,BRK,5.0,0.0,6.6,0.2,0.8,25.0,0.2,0.4,50.0,0.0,0.4,0.0,37.5,0.2,0.4,50.0,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8,23,23,1,0
1927,C.J. Williams,SG,['LAC' 'MIN'],26.5,8.5,13.6,1.7,3.8,46.4,0.4,1.6,29.8,1.2,2.2,58.9,52.7,0.2,0.2,40.6,0.2,0.8,1.0,1.0,0.6,0.2,0.4,1.4,4.0,27,28,2,0
1928,Matt Williams,SG,MIA,3.0,0.0,3.7,0.7,2.0,33.3,0.3,1.7,20.0,0.3,0.3,100.0,41.7,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.7,24,24,1,0
1929,D.J. Wilson,PF,['MIL' 'TOT' 'HOU' 'TOR'],25.9,1.0,11.5,1.8,3.9,47.1,0.6,1.8,29.3,1.2,2.1,55.4,54.3,0.6,0.9,62.0,0.5,2.5,3.0,0.7,0.4,0.3,0.5,1.2,4.7,21,25,5,0
1930,Jamil Wilson,SF,LAC,15.0,10.0,18.3,2.5,5.4,46.9,1.8,4.2,42.9,0.7,1.2,61.1,63.6,0.1,0.3,50.0,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7.0,27,27,1,0
1931,Guerschon Yabusele,PF,BOS,37.0,2.5,6.6,0.8,1.8,44.0,0.3,0.9,32.2,0.5,1.0,55.7,51.9,0.4,0.6,68.2,0.6,0.9,1.5,0.4,0.2,0.2,0.4,0.8,2.3,22,23,2,0
1932,Ante Žižić,C,CLE,37.7,9.0,11.7,2.2,3.7,61.8,0.0,0.0,,2.2,3.7,61.8,61.8,1.0,1.3,72.2,1.1,2.3,3.4,0.5,0.2,0.3,0.6,1.3,5.3,21,23,3,0
1933,Jaylen Adams,PG,['ATL' 'MIL'],20.5,0.5,7.6,0.6,2.2,23.5,0.4,1.2,16.9,0.2,1.0,26.4,29.2,0.1,0.2,77.8,0.2,0.9,1.1,1.1,0.2,0.0,0.4,0.7,1.8,22,24,2,0
1934,Deng Adel,SF,CLE,19.0,3.0,10.2,0.6,1.9,30.6,0.3,1.2,26.1,0.3,0.7,38.5,38.9,0.2,0.2,100.0,0.2,0.8,1.0,0.3,0.1,0.2,0.3,0.7,1.7,21,21,1,0
1935,DeVaughn Akoon-Purcell,SG,DEN,7.0,0.0,3.1,0.4,1.4,30.0,0.0,0.6,0.0,0.4,0.9,50.0,30.0,0.1,0.3,50.0,0.1,0.4,0.6,0.9,0.3,0.0,0.3,0.6,1.0,25,25,1,0
1936,Rawle Alkins,SG,CHI,10.0,1.0,12.0,1.3,3.9,33.3,0.3,1.2,25.0,1.0,2.7,37.0,37.2,0.8,1.2,66.7,1.1,1.5,2.6,1.3,0.1,0.0,0.8,0.7,3.7,21,21,1,0
1937,Grayson Allen,SG,['UTA' 'MEM' 'MIL'],48.0,25.2,20.6,3.1,7.0,42.7,1.7,4.4,38.2,1.3,2.6,49.8,54.5,1.2,1.4,83.7,0.3,2.0,2.4,1.4,0.5,0.2,0.9,1.4,9.0,23,26,4,0
1938,Marvin Bagley III,PF,['SAC' 'DET'],38.2,17.8,25.1,5.4,10.5,50.7,0.6,2.0,28.2,4.8,8.5,56.2,53.4,1.9,3.0,65.1,2.4,4.9,7.2,0.9,0.5,0.6,1.2,2.1,13.2,19,22,3,0
1939,Mo Bamba,C,ORL,54.7,25.0,19.3,3.3,6.8,47.8,0.9,2.7,33.4,2.3,4.1,56.2,54.2,0.9,1.2,68.3,1.7,4.6,6.3,0.9,0.4,1.5,0.9,2.2,8.3,20,23,3,0
1940,Keita Bates-Diop,SF,['MIN' 'TOT' 'SAS'],40.0,3.4,15.1,2.0,4.5,44.7,0.5,1.6,30.3,1.5,2.8,52.0,50.0,0.9,1.2,69.8,0.6,2.2,2.8,0.6,0.5,0.4,0.5,0.9,5.3,23,26,4,0
1941,Dairis Bertāns,SG,NOP,12.0,0.0,13.9,1.0,3.9,25.5,0.8,2.8,29.4,0.2,1.1,15.4,36.2,0.0,0.0,,0.2,0.6,0.8,0.8,0.1,0.0,0.2,0.6,2.8,29,29,1,0
1942,Jaron Blossomgame,SF,CLE,27.0,4.0,16.3,1.7,3.9,44.3,0.4,1.4,25.6,1.4,2.5,55.2,49.1,0.4,0.5,76.9,1.0,2.7,3.6,0.5,0.3,0.3,0.4,0.7,4.2,25,25,1,0
1943,Jonah Bolden,C,['PHI' 'TOT' 'PHO'],14.5,2.5,8.9,0.9,2.2,44.4,0.2,1.0,8.8,0.7,1.2,66.7,47.0,0.3,0.6,49.5,0.6,1.4,2.0,0.2,0.4,0.5,0.4,1.7,2.3,23,24,2,0
1944,Isaac Bonga,SF,['LAL' 'WAS' 'TOR'],35.8,14.2,10.0,0.8,2.0,31.4,0.2,0.8,22.0,0.5,1.3,37.3,35.8,0.4,0.7,66.6,0.6,1.1,1.7,0.7,0.5,0.2,0.5,1.3,2.2,19,22,4,0
1945,Mikal Bridges,SF,PHO,77.2,60.5,31.2,4.2,8.3,50.4,1.4,3.7,37.2,2.9,4.6,60.8,58.7,1.4,1.7,83.1,0.9,3.0,3.9,2.1,1.3,0.6,0.9,2.0,11.3,22,25,4,0
1946,Miles Bridges,SF,CHO,72.8,47.0,29.2,5.0,10.6,47.1,1.5,4.3,34.7,3.5,6.3,55.6,54.2,1.8,2.2,80.8,1.1,4.5,5.6,2.2,0.7,0.7,1.4,2.0,13.4,20,23,4,0
1947,Isaiah Briscoe,PG,ORL,39.0,0.0,14.3,1.4,3.5,39.9,0.3,0.9,32.4,1.1,2.7,42.3,43.8,0.4,0.7,57.7,0.1,1.8,1.9,2.2,0.3,0.1,0.8,1.7,3.5,22,22,1,0
1948,Ryan Broekhoff,SG,DAL,29.5,0.5,10.7,1.4,3.2,41.2,1.0,2.6,40.0,0.3,0.6,41.3,57.2,0.4,0.5,83.2,0.2,1.8,2.0,0.6,0.2,0.2,0.4,0.8,4.1,28,29,2,0
1949,Bruce Brown,PG,['DET' 'BRK'],67.2,45.2,23.7,3.1,6.4,47.6,0.4,1.3,32.4,2.6,5.1,51.4,50.9,1.2,1.6,74.6,1.2,3.2,4.4,2.2,0.9,0.5,1.0,2.4,7.8,22,25,4,0
1950,Troy Brown Jr.,SF,['WAS' 'TOT' 'CHI'],42.5,6.5,17.2,2.2,5.0,43.4,0.6,2.0,32.7,1.5,3.0,51.4,50.3,0.6,0.8,74.1,0.7,2.8,3.5,1.3,0.5,0.2,0.6,1.4,5.7,19,22,4,0
1951,Jalen Brunson,PG,DAL,69.2,31.8,24.2,4.5,9.1,48.9,1.0,2.7,37.1,3.5,6.5,54.0,54.6,1.6,2.0,79.3,0.4,2.6,3.0,3.7,0.6,0.0,1.3,1.6,11.6,22,25,4,0
1952,Deonte Burton,SG,OKC,35.5,0.0,8.3,1.0,2.9,37.3,0.3,1.1,24.2,0.8,1.8,45.6,41.8,0.2,0.4,61.9,0.2,1.0,1.2,0.4,0.2,0.3,0.4,1.0,2.7,25,26,2,0
1953,Jevon Carter,PG,['MEM' 'PHO' 'TOT' 'BRK' 'MIL'],48.2,2.0,14.4,1.6,4.0,39.4,1.0,2.5,40.1,0.6,1.5,39.4,51.9,0.3,0.4,79.5,0.3,1.5,1.8,1.6,0.5,0.2,0.5,1.2,4.5,23,26,4,0
1954,Wendell Carter Jr.,C,['CHI' 'TOT' 'ORL'],42.8,39.3,26.8,4.5,8.8,50.9,0.4,1.3,27.0,4.1,7.6,54.7,52.8,2.4,3.2,73.6,2.5,6.1,8.6,1.9,0.7,0.9,1.5,3.0,11.7,19,22,4,0
1955,Troy Caupain,PG,ORL,4.0,0.0,4.0,1.0,2.0,50.0,0.5,0.8,66.7,0.5,1.3,40.0,62.5,0.0,0.0,,0.3,0.5,0.8,1.0,0.3,0.0,0.0,0.0,2.5,23,23,1,0
1956,Joe Chealey,PG,CHO,2.5,0.0,8.2,0.5,2.4,16.7,0.0,0.5,0.0,0.5,1.9,16.7,16.7,0.2,0.2,100.0,0.0,0.0,0.0,0.6,0.5,0.0,0.2,0.8,1.2,23,24,2,0
1957,Chris Chiozza,PG,['HOU' 'TOT' 'WAS' 'BRK' 'GSW'],19.8,1.0,11.4,1.3,3.6,33.5,0.7,1.9,36.7,0.6,1.7,28.7,43.4,0.2,0.2,85.8,0.2,1.2,1.4,2.4,0.5,0.1,0.8,1.0,3.5,23,26,4,0
1958,Gary Clark,PF,['HOU' 'TOT' 'ORL' 'DEN' 'PHI' 'NOP'],27.9,3.9,11.8,0.9,2.5,31.6,0.7,2.0,33.2,0.2,0.5,47.0,43.8,0.1,0.2,86.5,0.6,1.6,2.2,0.5,0.2,0.3,0.2,0.8,2.6,24,27,4,0
1959,Bonzie Colson,SF,MIL,8.0,2.0,12.3,1.6,4.9,33.3,0.6,2.6,23.8,1.0,2.3,44.4,39.7,1.0,1.1,88.9,1.0,2.8,3.8,0.4,0.6,0.1,0.4,0.4,4.9,23,23,1,0
1960,Mitch Creek,SF,['TOT' 'BRK' 'MIN'],3.3,0.0,10.2,2.0,3.9,50.0,0.0,0.6,0.0,2.0,3.4,57.6,50.0,0.8,1.1,71.4,1.2,1.2,2.3,1.2,0.6,0.0,0.4,0.5,4.7,26,26,1,0
1961,Tyler Davis,C,OKC,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,21,1,0
1962,Ángel Delgado,C,LAC,2.0,0.0,7.5,0.5,2.5,20.0,0.0,0.0,,0.5,2.5,20.0,20.0,0.5,1.0,50.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,1.5,24,24,1,0
1963,Marcus Derrickson,PF,GSW,11.0,0.0,6.1,1.5,3.0,48.5,0.9,1.8,50.0,0.5,1.2,46.2,63.6,0.4,0.5,80.0,0.7,0.5,1.2,0.1,0.0,0.1,0.3,0.8,4.2,22,22,1,0
1964,Hamidou Diallo,SG,['OKC' 'TOT' 'DET'],43.2,8.8,20.4,3.6,7.6,47.0,0.4,1.4,28.6,3.2,6.3,50.8,49.7,1.7,2.7,63.2,1.0,3.3,4.4,1.3,0.8,0.4,1.2,2.3,9.4,20,23,4,0
1965,Donte DiVincenzo,SG,['MIL' 'TOT' 'SAC'],40.5,15.3,22.7,2.9,7.5,38.7,1.5,4.6,32.8,1.4,3.0,47.6,48.7,1.2,1.4,78.9,1.0,3.2,4.1,2.4,1.0,0.2,1.4,1.6,8.5,22,25,4,0
1966,Luka Dončić,PG,DAL,66.0,66.0,33.9,9.0,19.8,45.6,2.8,8.3,33.7,6.3,11.5,54.3,52.7,5.6,7.6,73.6,1.0,7.6,8.6,8.0,1.1,0.4,4.1,2.2,26.5,19,22,4,0
1967,Trevon Duval,PG,MIL,3.0,0.0,2.0,0.7,1.0,66.7,0.3,0.3,100.0,0.3,0.7,50.0,83.3,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.7,20,20,1,0
1968,Vince Edwards,SF,HOU,2.0,0.0,8.0,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,,37.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,22,22,1,0
1969,Drew Eubanks,C,['SAS' 'TOT' 'POR'],40.2,11.3,15.1,2.6,4.3,59.2,0.1,0.2,52.2,2.6,4.1,60.4,59.8,1.2,1.6,77.2,1.5,3.1,4.6,0.9,0.4,0.6,1.0,1.6,6.6,21,24,4,0
1970,Jacob Evans,SG,['GSW' 'TOT' 'MIN'],22.0,0.8,9.6,1.0,3.0,25.4,0.2,0.9,23.6,0.7,2.0,34.7,28.7,0.4,0.5,57.5,0.2,0.7,0.9,0.8,0.2,0.2,0.6,1.0,2.6,21,22,2,0
1971,Melvin Frazier,SG,['ORL' 'OKC'],10.7,0.0,17.0,1.9,6.6,34.8,0.2,2.8,18.3,1.7,3.8,43.3,39.1,0.6,1.0,48.8,0.7,1.1,1.8,0.2,0.3,0.0,0.5,1.3,4.8,22,25,3,0
1972,Billy Garrett,SG,NYK,4.0,0.0,15.8,2.8,6.8,40.7,0.0,2.0,0.0,2.8,4.8,57.9,40.7,1.0,1.0,100.0,0.0,0.8,0.8,1.8,0.3,0.3,0.5,0.8,6.5,24,24,1,0
1973,Harry Giles,C,['SAC' 'POR'],47.3,5.7,12.6,2.4,4.7,49.7,0.1,0.2,11.6,2.3,4.4,51.0,51.0,0.7,1.1,66.9,0.9,2.9,3.8,1.2,0.4,0.4,0.9,2.2,5.6,20,22,3,0
1974,Shai Gilgeous-Alexander,PG,['LAC' 'OKC'],60.8,58.5,32.4,6.9,14.5,47.7,1.4,3.9,35.8,5.6,10.7,51.9,52.3,4.3,5.3,80.6,0.6,4.0,4.6,4.6,1.1,0.7,2.3,2.1,19.5,20,23,4,0
1975,Brandon Goodwin,PG,['DEN' 'ATL' 'CLE'],33.2,2.8,10.8,1.6,4.0,36.4,0.5,1.7,32.2,1.0,2.4,40.2,42.4,0.7,0.9,75.9,0.2,1.2,1.4,1.7,0.4,0.0,0.7,0.9,4.3,23,26,4,0
1976,Devonte' Graham,PG,['CHO' 'NOP'],60.0,40.8,27.1,4.0,10.7,36.6,2.5,7.0,34.2,1.5,3.7,40.3,47.7,1.9,2.4,81.6,0.4,2.0,2.4,4.9,0.8,0.1,1.6,1.4,12.4,23,26,4,0
1977,Donte Grantham,SF,OKC,3.0,0.0,0.7,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,23,1,0
1978,Dusty Hannahs,SG,MEM,2.0,0.0,9.8,1.8,5.2,34.7,0.5,2.0,33.4,1.2,3.2,38.1,40.3,1.0,1.0,100.0,0.0,0.5,0.5,1.2,0.2,0.0,0.2,0.5,5.0,25,26,2,0
1979,Isaiah Hartenstein,C,['HOU' 'TOT' 'DEN' 'CLE' 'LAC'],35.2,1.0,12.8,2.1,3.6,56.9,0.1,0.2,29.3,2.1,3.4,58.9,57.9,1.0,1.4,68.3,1.3,2.5,3.9,1.3,0.4,0.8,0.9,2.2,5.3,20,23,4,0
